text	language	label	source
Lack of human resources, including qualified immigration judges and asylum officers, contributes to backlogs and processing delays in immigration courts.	en	2	en->en
Spatial limitations in venues and facilities for same-sex wedding ceremonies hinder couples' ability to celebrate their unions openly and inclusively.	en	2	en->en
Immigrant communities often maintain their traditions, enriching local cultural landscapes with food, music and art.	en	15	en->en
Addressing concerns and misconceptions about immigration through education and outreach efforts can help shape public opinion and foster greater awareness.	en	12	en->en
Opponents of same-sex marriage often cite religious beliefs, but morality extends beyond religious tenets to include fairness, compassion, and empathy for all people.	en	3	en->en
$50,000 per entry	en	1	en->en
Cheap labor is actually expensive for the U.S.	en	1	en->en
They are good people who contribute to both economies.	en	1	en->en
Two weeks ago, the family learned they would get some help paying the bills. More than $20,000 was raised to help Sarix.	en	1	en->en
Yet because of a strong economy, many unskilled local workers have acquired skills and moved up to better jobs.	en	1	en->en
Security checks at the Mexican border will affect the economies of the 2 cities	en	1	en->en
And that created a lucrative market for cemeteries eager to cater to Chinese immigrants willing to pay $2,000 to $10,000 for a good burial.	en	1	en->en
The city lost nearly 100,000 jobs after the attacks.	en	1	en->en
Very few families take a paycheck, go straight to the casino, and come home with nothing.	en	1	en->en
Migrant workers sue citrus company for wages	en	1	en->en
It's a city (and working very hard) to attract immigrants.	en	2	en->en
Staffing shortages extend Dulles Airport's passport lines	en	2	en->en
A shortage of Immigration and Naturalization Service agents at Dulles International Airport has led to longer-than-usual waits at passport control for arriving international travelers, airport and INS officials said.	en	2	en->en
